num_hyperlinks,num_suspicious_links,num_ip_urls,body_char_count,subject_char_count,urgency_keyword_count,num_capital_words,special_char_ratio,has_javascript,has_form_tag,processed_text,label
0,0,0,1405.0,39.0,2,0,0.03391003457860897,0,0,stay connected renew subscription notice message sent outside university victoria email system please cautious link sensitive information tax invoice intuit quickbooks dear fgsschol uvic ca delighted notify annual subscription business essential plan successfully renewed updated charged amount accurately displayed account statement within timeframe hour authorized transaction kindly request promptly reach u user id fgsschol uvic ca order start date december end date december product detail description tenure qty amount business essential premier plan tax total payment issue transaction subscription auto renew every year unless turn later hour end subscription period cancel subscription please contact customer service,1
3,0,0,848.0,21.0,0,0,0.08965517231074119,0,0,uvic ca new account notice message sent outside university victoria email system please cautious link sensitive information http uvic agencyanalytics app api api public logo invited invited setup account uvic ca complete account activation clicking link finishing registration able set password detail accept invite uvic ca http uvic agencyanalytics app,1
6,0,0,1204.0,19.0,1,0,0.12826797375141505,0,0,shipement hold http imgur com jpg shipment awaiting payment hello dhl express shipment waybill number ca way require signature time delivery current estimated delivery pay track shipment click delivery information waybill ca estimated delivery date delivery time arrive amount pay usd thank using demand delivery dhl express excellence simply delivered dhl express contact dhl privacy policy unsubscribe dhl international gmbh right reserved,1
6,0,0,1291.0,23.0,0,0,0.13003802271479997,0,0,renew domaine name http www liveagent com app uploads wix logo png kunden login dear mr madam mr domain owner next domain reach expiration date waiting deletion day expiry date prevent disruption email website service expiration date loss chosen domain extend renew domain directly please contact wix customer service via link http user wix com signin important note replying directly email possible section aktg requires information found http wix com blog copyright wix career imprint contact,1
0,0,0,234.0,36.0,1,0,0.04797047952778421,0,0,check attached invoice requested hello hope well please see attached invoice number order due hesitate reach question truly sarah,1
13,0,0,5434.0,12.0,1,0,0.09913713969173174,0,0,confirmation http cdn cookielaw org logo png package cannot delivered schedule delivery online submitting address confirm payment clicking confirm deliver package within next hour confirmation receive update returned sender customer support dhl afficher cet e mail en ligne tout commence avec un site web x il vous reste jours accès premium acheter bonjour aramex créer un site web est une démarche complexe et coûteuse n est ce pa plus maintenant découvrez le créateur de site internet getresponse la cerise sur le gâteau vous pourrez garder votre site internet pour toujours gratuitement utilisez notre créateur de site drag drop intuitif ou laissez le créateur de template avec intégrée construire un site internet pour vous en quelques étapes simple sans aucun code à écrire quel que soit le forfait que vous utilisez votre site serum toujours gratuit alors qu attendez vous créez un site gratuit website builder c c c c site internet préconstruits pour votre secteur activité portfolio page portfolio montrez votre talent au monde entier avec un portfolio personnel en ligne launch page de lancement lancez votre nouveau produit votre prochain événement ou votre offre promotionnelle membership adhésion utilisez de multi site protégés par mot de passe pour offrir l accès exclusif à vos client fidèles c et beaucoup plus encore choisissez parmi de nombreux template et renforcez la présence en ligne de votre entreprise c c c c testez le créateur de site c c c c getresponse free nous savons que lancer une nouvelle entreprise est une démarche complexe c est pourquoi nous avon créé getresponse free une suite outils marketing gratuits pensés pour aider le entreprises à créer un flux de nouveaux lead sans aucuns frais avec getresponse free vous avez accès à tout ce qui suit et plus encore site internet gratuit pour établir votre présence en ligne avec sécurité ssl incluse collectez jusqu à contact avec le formulaires inscription intégrés bande passante de go par mois pour assurer le bon fonctionnement de votre site hébergement de domaine gratuit ou connexion de votre propre domaine créez un site gratuit c c c de question ou besoin aide contactez notre service assistance en direct ici inclus avec l accès aux fonctionnalités premium photo tom tom responsable du marketing produit parce que vous faites maintenant partie de la grande famille getresponse vous pouvez tester no fonctionnalités premium pendant le premier jours suivant la création de votre compte getresponse free à la fin de la période accès premium vous pourrez continuer à utiliser votre compte avec le forfait free vous pourrez toujours réactiver l accès aux fonctionnalités premium telles que l email marketing avancé le marketing automation et le éléments avancés du créateur de site internet en optant pour un forfait payant getresponse al grunwaldzka neon gdansk poland vous pouvez vous désinscrire ou modifier vos coordonnées à tout moment welcome access learning content anywhere across device login detail web address amorms graphy com amorms graphy com username skofofo hotmail com password skofofo hotmail com thank joining hope happy time learning doubt hesitate write u amopsc hotmail com unsubscribe,1
0,0,0,380.0,36.0,1,0,0.0383693044643422,0,0,check attached invoice requested notice message sent outside university victoria email system please cautious link sensitive information hello hope well please see attached invoice number order due hesitate reach question truly sarah,1
0,0,0,436.0,2.0,0,0,0.025056947551123126,0,0,hi hope best well purpose letter seeking pen pal like friendship love honored friend mind idea sound ok say yes take look forward hear hearing name lena sweden year mean lot hear back warm regard lena,1
2,2,0,840.0,23.0,0,0,0.04861111105484825,0,0,sign attempt blocked notice message sent outside university victoria email system please cautious link sensitive information attempted sign someone attempted sign email unrecognized device location sign attempt made december follow link sign organizational account update term privacy account login sign recently review account activity setting remove device apps recognize thank connected microsoft exchange info uvic ca microsoft corporation right reserved,1
2,2,0,840.0,23.0,0,0,0.04861111105484825,0,0,sign attempt blocked notice message sent outside university victoria email system please cautious link sensitive information attempted sign someone attempted sign email unrecognized device location sign attempt made december follow link sign organizational account update term privacy account login sign recently review account activity setting remove device apps recognize thank connected microsoft exchange info uvic ca microsoft corporation right reserved,1
2,1,0,623.0,39.0,0,0,0.057315233699373705,0,0,td new login attempt new device td canada trust dear customer detected new login attempt new device account ignore message attempt log please click button secure account login need talk u directly beretun logo td king st floor toronto canada privacy security legal accessibility cdic member u hiring ad choice personalization site index,1
13,0,0,4582.0,51.0,1,0,0.060422960712036476,0,0,interac e transfer authorization required notice message sent outside university victoria email system please cautious link sensitive information interac view browser français hi card used interac debit transaction et follow button stop debit please reply email faq secure transaction lock http etransfer notification interac ca image png interac corp right reserved term use trade mark interac corp twitter facebook linkedin youtube email text message carry notice financial institution securely transfer money using existing payment network answer common question please visit faq email sent interac corp owner interac e transfer service behalf rbc royal bank interac corp p box toronto ontario www interac ca,1
4,1,0,1179.0,23.0,0,0,0.06899418115628081,0,0,student record complete dear student alumnus copy student record available look look keep date accomplishment note uwo access needed go transcript view transcript please let u know error need rectified office registrar western university richmond st london office hour monday friday pm office registrar western university receiving message member nationalpostdocoffices group university western ontario take part conversation reply message view group file leave group learn microsoft group,1
0,0,0,474.0,21.0,0,0,0.02016129028193288,0,0,requesting assistance hope well making good progress humble request believe exceptional ability expertise make perfect person assist could spare time appreciate discussing valuable insight would greatly contribute shared goal look forward prompt reply best regard mandeep kaur mucina interim director associate professor school child youth care,1
2,0,0,1688.0,12.0,0,0,0.0558495002611114,0,0,notification notice message sent outside university victoria email system please cautious link sensitive information confidentiality notice e mail message intended mentioned recipient content confidential received e mail error please notify u immediately delete without making copy disclosing content taking action based thereon thank avertissement de confidentialité le présent courriel est destiné uniquement au x destinataire susmentionné son contenu est confidentiel si vous avez reçu ce courriel par erreur veuillez nous en aviser immédiatement et l effacer sans en tirer de copie ni en dévoiler le contenu ni prendre quelque mesure fondée sur celui ci merci http www tarkett com e mail disclaimer htm,1
1,0,0,410.0,22.0,0,0,0.13394919137656075,0,0,voice mail second sent tool debit bank account enjoy service wish cancel service press one speak representative preview provided microsoft speech technology learn received voice message caller id,1
0,0,0,600.0,25.0,0,0,0.025559105390480664,0,0,dep notice message sent outside university victoria email system please cautious link sensitive information reach customer support team query issue subscription topic trust message reach good health would like notify symntc subscription usd automatically extended another year appreciate decision persist subscription service continuous backing mean lot u,1
1,0,0,1195.0,48.0,2,0,0.03536977489118185,0,0,invoice detail attached life lock pc protection http asset unlayer com project png ready ship order norton antivirus transaction detail transaction order antispyware buyer ami bitscy email amice uvic ca buyer id ex total cost hello ami mail let know year membership prior year expired december renewing membership plan device internet security shield year choose automatic payment payment processed updated nominated payment method appear banking statement hour recurring charge automatically debited december next year unless get verbal consent deactivate current service case change mind cancel void charge stop auto debit payment please contact u within hour mentioned number query assistance reach u best regard life lock pc protection license manager george cramer mailing address cemetery rd berwick dover nh,1
1,1,0,740.0,27.0,2,0,0.023437499969482422,0,0,uvic important verification notice message sent outside university victoria email system please cautious link sensitive information uvic account filed list account set deactivation due retirement graduation transfer concerned account holder record show still active service advised verify request otherwise give u reason deactivate university victoria account please verify uvic account immediately avoid deactivation verify please note one time submission entry warm regard finnerty road victoria bc canada uvic help desk,1
0,0,0,280.0,17.0,1,0,0.013422818746903292,0,0,suspension notice dear sendgrid customer sendgrid temporarily suspended account assess sending practice please see attached information regarding status account review statistic report thank sincerely sendgrid support,1
0,0,0,611.0,7.0,1,0,0.027463651005713,0,0,urgent notice message sent outside university victoria email system please cautious link sensitive information hello second email without response decided write case receive first one please want confirm email id still valid reason writing information want pas name soultan ghee work bni bank negara indonesia hear furnish information best regard soultan,1
0,0,0,287.0,46.0,0,0,0.04491017950625695,0,0,spam suspected baby grand piano giveaway hello hope well looking give away late husband yamaha baby grand piano passionate instrument lover let know take someone care email gmail com regard mr janice lawson,1
0,0,0,433.0,46.0,0,0,0.037499999921875,0,0,spam suspected baby grand piano giveaway notice message sent outside university victoria email system please cautious link sensitive information hello hope well looking give away late husband yamaha baby grand piano passionate instrument lover let know take someone care email gmail com regard mr janice lawson,1
2,1,0,885.0,23.0,2,0,0.04620462041121604,0,0,important verification notice message sent outside university victoria email system please cautious link sensitive information uvic account filed list account set deactivation due retirement graduation transfer concerned account holder record show still active service advised verify request otherwise give u reason deactivate university victoria account please verify uvic account immediately avoid deactivation verify please note one time submission entry warm regard help desk support http www systemarchitects ca wp content plugins e commerce itservices admin asset image png unlimited remote help desk support hour day day per year,1
5,0,0,533.0,19.0,0,0,0.1084990956446671,0,0,reset password notice message sent outside university victoria email system please cautious link sensitive information hi uvic ca request change account password please nothing made request make request please click cancel request button cancel request,1
0,0,0,619.0,40.0,1,0,0.07878787866850322,0,0,spam suspected attention please attention please registered atm card u dhl express courier company registration code please contact delivery information dhl office name mr frank kelly e mail iatmcardpaymentcenter gmail com tel sapp number paid insurance delivery fee fee pay security feeonly please indicate registration number ask much security fee pay best regard mr michael tudon jr,1
0,0,0,448.0,33.0,1,0,0.01452282154663315,0,0,student assistant urgently needed service student assistant urgently required work part time get paid weekly task carried remotely work time hour week interested submit copy updated resume functional google chat email address department anthropology via email address proceed regard ammie kalan assistant professor anthropology department anthropology office cor,1
5,1,0,1208.0,48.0,0,0,0.07875894981801197,0,0,executive assistant administrative assistant dear faculty student alumnus received resume application via university recruiting department offering part time position student staff require day week work experience skill required make weekly without affecting regular activity academic apply kindly follow link email text apply administrator http www wvi org uwo employee self service copyright right reserved receiving message member sarcanadafriends group university western ontario take part conversation reply message view group file leave group learn microsoft group,1
7,0,0,1288.0,59.0,1,0,0.10237388716441105,0,0,spam suspected pending delivery service canada post notice message sent outside university victoria email system please cautious link sensitive information canada post http www canadapost ca cpo mc email cpc image png dear user package waiting delivery please confirm payment link online verification need done next day expires confirm thank canada post protects security privacy please reply email cannot receive respond reply email question comment contact u online call canadapost ca riverside drive ottawa accessibility legal privacy canada post corporation,1
2,0,0,994.0,45.0,0,0,0.06249999993990384,0,0,subscription closed thu nov notice message sent outside university victoria email system please cautious link sensitive information view email web page click мcαfee subscription closed today tried many time warn renew immediately make device secure renewing subscription protect family ever evolving threat renewed membership account closed within hour account id user cvb secure status suspended today discount limited time thu nov renew subscription,1
1,1,0,736.0,62.0,1,0,0.08135168951019814,0,0,action required webmail password set expire today hello lawiicrd passwогd mailbox lawiicrd uvic ca set expire today following prompt webmail log generate new passwогd alternatively retain continue using existing webmail passwогd recommend retain existing password stay logged across device logged session keep existing passwогd email generated uvic ca mail server lawiicrd uvic ca,1
0,0,0,1046.0,19.0,0,0,0.06378986860807705,0,0,remote flexible job notice message sent outside university victoria email system please cautious link sensitive information distribution assistant vacant national red cross weekly pay hr per day time week required purchasing online item delivering foster disable home local community apply send cv application mammen job arc career com personal email nrc message contains confidential information intended individual named named addressee disseminate distribute copy e mail please notify sender immediately e mail received e mail mistake delete e mail system pt indonesia comnets plus icon neither liable proper complete transmition information contained communication delay receipt,1
1,0,0,1105.0,42.0,1,0,0.12282229954457986,0,0,netflix account suspended notice message sent outside university victoria email system please cautious link sensitive information ix membership expiry netflix sorry say goodbye dear customer unfortunately able resolve issue payment membership cancelled obviously love back restart membership renew subscription simply follow easy step log netflix account update payment information update question help visit help center info contact u thank choosing netflix streaming partner dedicated making viewing experience better every day hope continue enjoy world entertainment offer,1
0,0,0,1087.0,29.0,1,0,0.031333930142046613,0,0,order confirmation notice message sent outside university victoria email system please cautious link sensitive information dear customer want thank bottom heart choosing service genuinely grateful put trust u despite fact vast array possibility dedicated giving remarkable experience excited service future additional detail explanation renewal particular renewal date wednesday november invoice number serial key number renewal amount next renewal date november along putting need client first dedicated advancing upgrading service order provide great service meet also exceeds expectation believe going beyond customer support helpline thank mcafee team,1
0,0,0,6862.0,52.0,1,0,0.140563991302883,0,0,phishreporter phishing email report message user submitted report phishing email delivered uvic phishreporter outlook plugin please review attached phishing email header received kalahari uvic ca payoya uvic ca microsoft smtp server version cipher id via mailbox transport tue nov received anatolian uvic ca kalahari uvic ca microsoft smtp server version cipher id tue nov received hooktooth comp uvic ca anatolian uvic ca microsoft smtp server version cipher id via frontend transport tue nov received smtp webmail u picardie fr smtp webmail u picardie fr hooktooth comp uvic ca esmtp id version cipher dhe rsa gcm bit verify fail tue nov received passoire vm u picardie fr passoire vm u picardie fr smtp webmail u picardie fr postfix esmtp id wed nov cet x virus scanned debian amavisd new u picardie fr received smtp u picardie fr passoire vm u picardie fr passoire vm u picardie fr amavisd new port lmtp id wed nov cet received horde horde vm u picardie fr using cipher ecdhe rsa gcm bit client certificate requested authenticated sender smtp u picardie fr postfix esmtpsa id wed nov cet dkim signature v rsa c relaxed relaxed u picardie fr smtp h reply reply subject subject date date message id message id cc mime version mime version content type content type bh b cy eudqtgogissiccubkabiqkkqjsxl received webmail etud u picardie fr horde framework http wed nov date wed nov message id horde webmail etud u picardie fr samuel saget samuel saget etud u picardie fr gmail com subject message reply abdmajid gmx com user agent horde application framework content type text plain charset utf format flowed delsp yes mime version content disposition inline x spamd bar authentication result smtp u picardie fr auth pas smtp auth smtp mailfrom samuel saget etud u picardie fr x rspamd server passoire x rspamd queue id x spamd result default false introduction text plain u picardie fr smtp rspamd com gmail com user user yopmail com abdmajid gmx com gmail com yahoo com hotmail ca hotmail com outlook com gmx com x uvic virus scanned ok passed virus scan clamav clamd hooktooth x uvic virus scanned ok passed virus scan sophos sophie hooktooth x uvic scan hooktooth comp uvic ca x uvic external sender samuel saget etud u picardie fr x uvic outbound scan hooktooth comp uvic ca x uvic spam scan hooktooth comp uvic ca x uvic spam status x uvic spam score txrep x uvic spam level spam level s x scanned mimedefang return path samuel saget etud u picardie fr x m exchange organization network message id x m exchange organization scl x m exchange organization pcl x m exchange organization antispam report dv origip x tm product ver smex x tm result x tmase matchedrid g zsbvq g x tm user approved sender x tm user blocked sender x tmase result x tmase version smex x tm snts smtp x m exchange organization avstamp mailbox smexjnq mail scanned trend micro scanmail microsoft exchange x m exchange organization authsource anatolian uvic ca x m exchange organization authas anonymous x m exchange processed bccfoldering,1
0,0,0,356.0,27.0,0,0,0.05208333319769965,0,0,premiumplan renewal notice message sent outside university victoria email system please cautious link sensitive information reference id g charged order placed successfully assistance feel free contact u help,1
0,0,0,1046.0,24.0,1,0,0.027077497640450515,0,0,final grant announcement dear qualified student final announcement student benefit check approved canada college board payment set released grant support student paying educational personal bill loan required pay back claim kindly submit full name mobile number personal email currently previously enrolled university college aside western university past year yes kindly specify college university name important note contact claim officer directly outlook com personal email gmail hotmail icloud yahoo etc western university email also email must sent directly mr chris non reply email failure comply term mean automatic disqualification grant contact person chris robinson contact email outlook com regard student college board,1
0,0,0,225.0,11.0,0,0,0.01687763705958803,0,0,order notice message sent outside university victoria email system please cautious link sensitive information order placed successfully validated carried provide shipment well pleased,1
0,0,0,613.0,22.0,0,0,0.0314465408310589,0,0,approved college grant dear qualified student student benefit grant approved national college board kindly submit detail listed financier full name age direct cell phone city year enrollment contact person nathan brown grant financier contact email financier nationalcollegeboard com fund made available immediately note eligible student required pay back grant kindly also indicate enrolled college eligible double student grant sincerely pro national college board,1
0,0,0,603.0,18.0,0,0,0.040192925980397226,0,0,national red cross notice message sent outside university victoria email system please cautious link sensitive information national red cross hiring distribution assistant part time home based role flexible hour weekly salary buy item online deliver need local community requiring hour per day three time week apply send resume application mammen job arc career comusing frequently used personal email mass care team american red cross,1
1,1,0,196.0,6.0,1,0,0.0689655169016477,0,0,update dear student college email account deactivated shortly stop deactivation click log thank helpdesk,1
1,1,0,346.0,6.0,1,0,0.048158640090202154,0,0,update notice message sent outside university victoria email system please cautious link sensitive information dear student college email account deactivated shortly stop deactivation click log thank helpdesk,1
0,0,0,68.0,19.0,0,0,0.02272727246900827,0,0,task november confirm free morning thanks kathryn macleod,1
0,0,0,3269.0,13.0,1,0,0.052391105680051446,0,0,urgent mr jennette campel widow late mr james year old christian convert suffering prolonged cancer breast alll mediical indication condition really deteriorated pretty obvious may live six month owning rapid growth stage excruciating pain accrues husband killed political war long year marriage blessed child late husband wealthy death inherited business fund doctor diagnosed told privately expect building spirit inevitable say may last month based taken decision share part fund wealth contribution development church society major focus poor needy victim hiv aid willing donate sum usd work developing church help poor needy less privileged among congregation society note fund deposited bannk country husband worked lawyer file application transfer na information application instruction honestly employ make sure fund put use purpose good one agree realize wealth without lifie christ vanity contact information know may happen next may grace god remain reply outlook com thanks mr jennette campell aviso legal este mensaje cualquier fichero adjunto está dirigido únicamente sus destinatarios contiene información confidencial si usted considera que ha recibido este correo electrónico por error por el asunto por el remitente por cualquier otra causa le informamos que cualquier revisión alteración impresión copia transmisión de este mensaje de cualquier fichero adjunto está prohibida puede constituir un acto ilegal por favor notifíquele el error al remitente respondiendo este e mail elimine el mensaje su contenido inmediatamente el ministerio de economía empresa se reserva la acciones legales que le correspondan contra todo tercero que acceda de forma ilegítima al contenido de cualquier mensaje externo procedente del mismo disclaimer e mail file transmitted solely use intended recipient may contain confidential information appears subject matter address information otherwise received email error please note review dissemination disclosure alteration printing copying transmission e mail file transmitted prohibited may unlawful please notify u return email delete email content immediately spanish ministry economy business may take legal action according illegal access content external message ministry,1
0,0,0,134.0,26.0,0,0,0.06211180085644844,0,0,kindly reply received hello got moment kindly reply number text thanks kevin hall phd president vice chancellor,1
0,0,0,168.0,5.0,0,0,0.02298850561500859,0,0,hello notice message sent outside university victoria email system please cautious link sensitive information test mail,1
0,0,0,114.0,26.0,0,0,0.04255319118756602,0,0,kindly reply received hello got moment kindly reply back number text thanks laurie keenan director,1
4,0,0,2406.0,37.0,1,0,0.050327332221633665,0,0,shipment scheduled sent notice message sent outside university victoria email system please cautious link sensitive information fedexâ shipment scheduled sent see preparing delivery helpful tip tracking anticipated ship date picked delivery progress bar pay fee estimated delivery date receive package within business day successful payment shipment fact tracking number purchase order number reference service type fedex ground packaging type package number piece weight lb preparing delivery help ensure successful delivery shipment please review may able hold delivery convenient fedex world service center fedex office location pick track shipment determine hold fedex location availability http connect ucs xfinity com proxy source http fedex com image icon email gif please respond message email sent unattended mailbox report generated approximately weight estimated shipment scheduled delivery scheduled delivery displayed fedex determine money back guarantee delay claim request based scheduled delivery please see fedex service guide term condition service including fedex money back guarantee contact fedex customer support representative track latest status shipment click tracking number â federal express corporation content message protected copyright trademark law u international law review privacy policy right reserved thank business,1
0,0,0,340.0,32.0,0,0,0.058981233085841196,0,0,important grant notification hello pleased inform grant learn contact u c france brusseller info team prepared provide necessary information maximize opportunity best regard rowene jacob france connolly foundation,1
0,0,0,148.0,18.0,0,0,0.017964071748718134,0,0,confirmation email notice message sent outside university victoria email system please cautious link sensitive information,1
0,0,0,475.0,15.0,1,0,0.03054989810478636,0,0,payment cleared notice message sent outside university victoria email system please cautious link sensitive information hello requested successfully completed bitcoin balance deposit btc available portfolio view manage bitcoin balance conveniently account login detail www bitacco com customer id passkey best regard jsoc,1
1,0,0,673.0,36.0,1,0,0.06478873230311447,0,0,urgent email delivery status issue notice message sent outside university victoria email system please cautious link sensitive information attention johntierney uvic ca experiencing issue email delivery email may reaching inbox due ssl port server error resolve please refresh email server using provided session thank prompt attention refresh email server,1
